,accident_id,source,year,month,day_of_week,state,vehicle_1,vehicle_2,vehicles_involved,party_age_group,victim_age_group,cause_of_accident,road_condition,lighting_condition,fatalities,injuries,casualties,severity,weather_group
886,KAG_000887,Kaggle_road_csv,0,October,Wednesday,Unknown,Truck,Unidentified,2,Under 18,Unknown,Drunk/Drug Driving,Dry,Daylight,0,0,1,Serious,Clear
887,KAG_000888,Kaggle_road_csv,0,May,Wednesday,Unknown,Truck,Unidentified,2,Unknown,31-50,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
888,KAG_000889,Kaggle_road_csv,0,April,Wednesday,Unknown,Truck,Unidentified,2,18-30,18-30,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
889,KAG_000890,Kaggle_road_csv,0,May,Friday,Unknown,Truck,Unidentified,2,31-50,Under 18,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
890,KAG_000891,Kaggle_road_csv,0,October,Friday,Unknown,Truck,Unidentified,2,31-50,18-30,Loss of Control,Dry,Daylight,0,0,1,Minor,Clear
891,KAG_000892,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,2,Under 18,31-50,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
892,KAG_000893,Kaggle_road_csv,0,April,Saturday,Unknown,Truck,Unidentified,2,31-50,31-50,No Distancing/Rear End,Dry,Dark,0,0,1,Minor,Clear
893,KAG_000894,Kaggle_road_csv,0,April,Saturday,Unknown,Truck,Unidentified,2,Over 51,31-50,Reckless Driving,Dry,Dark,0,0,1,Minor,Clear
894,KAG_000895,Kaggle_road_csv,0,May,Friday,Unknown,Truck,Unidentified,2,Unknown,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
895,KAG_000896,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,2,31-50,18-30,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
896,KAG_000897,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,2,Over 51,Under 18,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
897,KAG_000898,Kaggle_road_csv,0,March,Saturday,Unknown,Truck,Unidentified,2,Under 18,Under 18,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
898,KAG_000899,Kaggle_road_csv,0,October,Sunday,Unknown,Truck,Unidentified,1,31-50,Under 18,Lane Violation,Dry,Daylight,0,0,2,Minor,Clear
899,KAG_000900,Kaggle_road_csv,0,April,Friday,Unknown,Truck,Unidentified,2,31-50,Under 18,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
900,KAG_000901,Kaggle_road_csv,0,May,Monday,Unknown,Truck,Unidentified,2,Unknown,18-30,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
901,KAG_000902,Kaggle_road_csv,0,October,Friday,Unknown,Truck,Unidentified,2,31-50,Under 18,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
902,KAG_000903,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,2,Unknown,18-30,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
903,KAG_000904,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,2,18-30,18-30,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
904,KAG_000905,Kaggle_road_csv,0,October,Saturday,Unknown,Truck,Unidentified,2,31-50,31-50,Reckless Driving,Dry,Daylight,0,0,1,Serious,Clear
905,KAG_000906,Kaggle_road_csv,0,March,Tuesday,Unknown,Truck,Unidentified,2,31-50,Over 51,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
906,KAG_000907,Kaggle_road_csv,0,October,Wednesday,Unknown,Truck,Unidentified,1,Unknown,18-30,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
907,KAG_000908,Kaggle_road_csv,0,March,Saturday,Unknown,Truck,Unidentified,2,18-30,Under 18,Lane Violation,Dry,Dark,0,0,2,Minor,Clear
908,KAG_000909,Kaggle_road_csv,0,July,Sunday,Unknown,Truck,Unidentified,1,31-50,Unknown,No Distancing/Rear End,Wet,Daylight,0,0,1,Minor,Rainy
909,KAG_000910,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,2,Over 51,31-50,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
910,KAG_000911,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,2,18-30,31-50,Lane Violation,Dry,Daylight,0,0,1,Serious,Clear
911,KAG_000912,Kaggle_road_csv,0,October,Saturday,Unknown,Truck,Unidentified,2,Unknown,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
912,KAG_000913,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,2,Unknown,31-50,Unknown/Other,Dry,Daylight,0,0,1,Minor,Clear
913,KAG_000914,Kaggle_road_csv,0,October,Saturday,Unknown,Truck,Unidentified,2,31-50,31-50,Reckless Driving,Dry,Daylight,0,0,2,Minor,Clear
914,KAG_000915,Kaggle_road_csv,0,March,Sunday,Unknown,Truck,Unidentified,2,31-50,Over 51,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
915,KAG_000916,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,2,Unknown,31-50,Reckless Driving,Dry,Dark,0,0,1,Minor,Clear
916,KAG_000917,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,2,18-30,Over 51,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
917,KAG_000918,Kaggle_road_csv,0,March,Monday,Unknown,Truck,Unidentified,1,Over 51,Over 51,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
918,KAG_000919,Kaggle_road_csv,0,April,Tuesday,Unknown,Truck,Unidentified,2,31-50,Under 18,Unknown/Other,Dry,Daylight,0,0,1,Minor,Clear
919,KAG_000920,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,3,31-50,31-50,Lane Violation,Dry,Daylight,0,0,2,Minor,Clear
920,KAG_000921,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,3,18-30,Over 51,Lane Violation,Dry,Daylight,0,0,2,Minor,Clear
921,KAG_000922,Kaggle_road_csv,0,October,Wednesday,Unknown,Truck,Unidentified,2,31-50,31-50,Lane Violation,Wet,Daylight,0,0,1,Minor,Clear
922,KAG_000923,Kaggle_road_csv,0,May,Thursday,Unknown,Truck,Unidentified,2,18-30,18-30,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
923,KAG_000924,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,2,18-30,Over 51,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
924,KAG_000925,Kaggle_road_csv,0,April,Thursday,Unknown,Truck,Unidentified,1,18-30,Unknown,Reckless Driving,Dry,Dark,0,0,1,Minor,Clear
925,KAG_000926,Kaggle_road_csv,0,March,Sunday,Unknown,Truck,Unidentified,2,Under 18,Unknown,Lane Violation,Dry,Dark,0,0,2,Minor,Clear
926,KAG_000927,Kaggle_road_csv,0,April,Wednesday,Unknown,Truck,Unidentified,3,31-50,Unknown,Reckless Driving,Dry,Dark,0,0,1,Minor,Clear
927,KAG_000928,Kaggle_road_csv,0,July,Monday,Unknown,Truck,Unidentified,1,18-30,18-30,No Distancing/Rear End,Wet,Daylight,0,0,1,Minor,Rainy
928,KAG_000929,Kaggle_road_csv,0,April,Saturday,Unknown,Truck,Unidentified,2,31-50,18-30,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
929,KAG_000930,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,2,Unknown,Under 18,Unknown/Other,Dry,Daylight,0,0,1,Minor,Clear
930,KAG_000931,Kaggle_road_csv,0,March,Wednesday,Unknown,Truck,Unidentified,2,31-50,18-30,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
931,KAG_000932,Kaggle_road_csv,0,October,Wednesday,Unknown,Truck,Unidentified,2,18-30,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
932,KAG_000933,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,1,31-50,Under 18,No Distancing/Rear End,Dry,Dark,0,0,1,Minor,Clear
933,KAG_000934,Kaggle_road_csv,0,April,Monday,Unknown,Truck,Unidentified,2,31-50,31-50,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
934,KAG_000935,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,1,31-50,18-30,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
935,KAG_000936,Kaggle_road_csv,0,October,Sunday,Unknown,Truck,Unidentified,2,18-30,Over 51,Drunk/Drug Driving,Dry,Daylight,0,0,1,Minor,Clear
936,KAG_000937,Kaggle_road_csv,0,March,Tuesday,Unknown,Truck,Unidentified,2,18-30,31-50,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
937,KAG_000938,Kaggle_road_csv,0,April,Tuesday,Unknown,Truck,Unidentified,2,18-30,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
938,KAG_000939,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,2,18-30,Over 51,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
939,KAG_000940,Kaggle_road_csv,0,April,Sunday,Unknown,Truck,Unidentified,2,18-30,31-50,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
940,KAG_000941,Kaggle_road_csv,0,October,Sunday,Unknown,Truck,Unidentified,2,Unknown,18-30,Lane Violation,Dry,Dark,0,0,3,Minor,Clear
941,KAG_000942,Kaggle_road_csv,0,October,Sunday,Unknown,Truck,Unidentified,2,Unknown,Unknown,No Distancing/Rear End,Dry,Dark,0,0,3,Minor,Clear
942,KAG_000943,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,2,31-50,Unknown,Lane Violation,Dry,Dark,0,0,3,Minor,Clear
943,KAG_000944,Kaggle_road_csv,0,May,Monday,Unknown,Truck,Unidentified,2,Over 51,Unknown,Lane Violation,Dry,Daylight,0,0,4,Minor,Clear
944,KAG_000945,Kaggle_road_csv,0,March,Wednesday,Unknown,Truck,Unidentified,2,Unknown,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
945,KAG_000946,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,2,31-50,18-30,No Distancing/Rear End,Dry,Daylight,0,0,1,Serious,Clear
946,KAG_000947,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,2,18-30,Under 18,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
947,KAG_000948,Kaggle_road_csv,0,March,Monday,Unknown,Truck,Unidentified,2,31-50,Under 18,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
948,KAG_000949,Kaggle_road_csv,0,March,Monday,Unknown,Truck,Unidentified,2,Unknown,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
949,KAG_000950,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,2,Unknown,18-30,Drunk/Drug Driving,Dry,Daylight,0,0,1,Minor,Clear
950,KAG_000951,Kaggle_road_csv,0,March,Wednesday,Unknown,Truck,Unidentified,2,18-30,Unknown,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
951,KAG_000952,Kaggle_road_csv,0,May,Wednesday,Unknown,Truck,Unidentified,1,31-50,Over 51,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
952,KAG_000953,Kaggle_road_csv,0,August,Wednesday,Unknown,Truck,Unidentified,2,Unknown,Unknown,Reckless Driving,Wet,Dark,0,0,2,Minor,Rainy
953,KAG_000954,Kaggle_road_csv,0,May,Saturday,Unknown,Truck,Unidentified,2,Unknown,Unknown,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
954,KAG_000955,Kaggle_road_csv,0,April,Friday,Unknown,Truck,Unidentified,2,31-50,Under 18,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
955,KAG_000956,Kaggle_road_csv,0,May,Friday,Unknown,Truck,Unidentified,2,Unknown,Unknown,Loss of Control,Dry,Daylight,0,0,1,Minor,Clear
956,KAG_000957,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,2,31-50,Under 18,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
957,KAG_000958,Kaggle_road_csv,0,March,Wednesday,Unknown,Truck,Unidentified,1,31-50,Under 18,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
958,KAG_000959,Kaggle_road_csv,0,September,Wednesday,Unknown,Truck,Unidentified,3,31-50,Over 51,Lane Violation,Wet,Daylight,0,0,1,Serious,Rainy
959,KAG_000960,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,1,18-30,Under 18,No Distancing/Rear End,Dry,Dark,0,0,1,Minor,Clear
960,KAG_000961,Kaggle_road_csv,0,March,Saturday,Unknown,Truck,Unidentified,1,31-50,Unknown,Drunk/Drug Driving,Dry,Dark,0,0,1,Serious,Clear
961,KAG_000962,Kaggle_road_csv,0,May,Saturday,Unknown,Truck,Unidentified,2,18-30,Unknown,No Distancing/Rear End,Dry,Dark,0,0,1,Minor,Clear
962,KAG_000963,Kaggle_road_csv,0,May,Wednesday,Unknown,Truck,Unidentified,1,Over 51,18-30,Reckless Driving,Dry,Dark,0,0,1,Minor,Clear
963,KAG_000964,Kaggle_road_csv,0,April,Tuesday,Unknown,Truck,Unidentified,2,Unknown,31-50,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
964,KAG_000965,Kaggle_road_csv,0,April,Sunday,Unknown,Truck,Unidentified,3,18-30,Under 18,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
965,KAG_000966,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,3,Unknown,Unknown,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
966,KAG_000967,Kaggle_road_csv,0,October,Sunday,Unknown,Truck,Unidentified,3,Unknown,Under 18,Drunk/Drug Driving,Dry,Daylight,0,0,1,Minor,Clear
967,KAG_000968,Kaggle_road_csv,0,April,Friday,Unknown,Truck,Unidentified,2,31-50,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
968,KAG_000969,Kaggle_road_csv,0,October,Wednesday,Unknown,Truck,Unidentified,1,Unknown,Over 51,Lane Violation,Dry,Daylight,0,0,1,Serious,Clear
969,KAG_000970,Kaggle_road_csv,0,August,Sunday,Unknown,Truck,Unidentified,2,Unknown,Over 51,Reckless Driving,Dry,Dark,0,0,1,Minor,Rainy
970,KAG_000971,Kaggle_road_csv,0,August,Wednesday,Unknown,Truck,Unidentified,2,Unknown,18-30,Reckless Driving,Wet,Dark,0,0,1,Minor,Rainy
971,KAG_000972,Kaggle_road_csv,0,October,Saturday,Unknown,Truck,Unidentified,2,18-30,18-30,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
972,KAG_000973,Kaggle_road_csv,0,October,Saturday,Unknown,Truck,Unidentified,1,31-50,Under 18,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
973,KAG_000974,Kaggle_road_csv,0,October,Monday,Unknown,Truck,Unidentified,1,31-50,Over 51,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
974,KAG_000975,Kaggle_road_csv,0,March,Wednesday,Unknown,Truck,Unidentified,1,31-50,Over 51,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
975,KAG_000976,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,2,31-50,31-50,Reckless Driving,Dry,Dark,0,0,1,Minor,Clear
976,KAG_000977,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,1,18-30,Unknown,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
977,KAG_000978,Kaggle_road_csv,0,April,Sunday,Unknown,Truck,Unidentified,1,Unknown,18-30,No Distancing/Rear End,Dry,Dark,0,0,1,Minor,Clear
978,KAG_000979,Kaggle_road_csv,0,March,Monday,Unknown,Truck,Unidentified,2,Under 18,18-30,Reckless Driving,Dry,Daylight,0,0,3,Minor,Clear
979,KAG_000980,Kaggle_road_csv,0,March,Monday,Unknown,Truck,Unidentified,2,18-30,18-30,Reckless Driving,Dry,Dark,0,0,1,Minor,Clear
980,KAG_000981,Kaggle_road_csv,0,May,Monday,Unknown,Truck,Unidentified,2,31-50,31-50,No Distancing/Rear End,Dry,Dark,0,0,1,Minor,Clear
981,KAG_000982,Kaggle_road_csv,0,April,Thursday,Unknown,Truck,Unidentified,2,Unknown,Over 51,No Distancing/Rear End,Dry,Dark,0,0,1,Minor,Clear
982,KAG_000983,Kaggle_road_csv,0,October,Saturday,Unknown,Truck,Unidentified,2,31-50,Unknown,Drunk/Drug Driving,Dry,Dark,0,0,1,Minor,Clear
983,KAG_000984,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,2,18-30,18-30,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
984,KAG_000985,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,2,18-30,Unknown,No Distancing/Rear End,Dry,Dark,0,0,1,Minor,Clear
985,KAG_000986,Kaggle_road_csv,0,May,Thursday,Unknown,Truck,Unidentified,2,31-50,Under 18,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
986,KAG_000987,Kaggle_road_csv,0,June,Sunday,Unknown,Truck,Unidentified,2,18-30,31-50,Reckless Driving,Wet,Dark,0,0,1,Minor,Rainy
987,KAG_000988,Kaggle_road_csv,0,April,Tuesday,Unknown,Truck,Unidentified,2,Unknown,Unknown,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
988,KAG_000989,Kaggle_road_csv,0,September,Monday,Unknown,Truck,Unidentified,2,18-30,31-50,No Distancing/Rear End,Wet,Dark,0,0,1,Minor,Rainy
989,KAG_000990,Kaggle_road_csv,0,June,Thursday,Unknown,Truck,Unidentified,2,Under 18,Unknown,No Distancing/Rear End,Wet,Dark,0,0,1,Minor,Rainy
990,KAG_000991,Kaggle_road_csv,0,August,Thursday,Unknown,Truck,Unidentified,1,31-50,31-50,Reckless Driving,Wet,Dark,0,0,1,Minor,Rainy
991,KAG_000992,Kaggle_road_csv,0,October,Friday,Unknown,Truck,Unidentified,2,31-50,Unknown,No Distancing/Rear End,Dry,Dark,0,0,1,Minor,Clear
992,KAG_000993,Kaggle_road_csv,0,October,Sunday,Unknown,Truck,Unidentified,3,Over 51,31-50,Drunk/Drug Driving,Dry,Dark,0,0,5,Minor,Clear
993,KAG_000994,Kaggle_road_csv,0,March,Saturday,Unknown,Truck,Unidentified,2,31-50,31-50,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
994,KAG_000995,Kaggle_road_csv,0,May,Saturday,Unknown,Truck,Unidentified,2,18-30,31-50,Speeding,Dry,Daylight,0,0,1,Minor,Clear
995,KAG_000996,Kaggle_road_csv,0,March,Saturday,Unknown,Truck,Unidentified,2,18-30,31-50,Drunk/Drug Driving,Dry,Dark,0,0,1,Minor,Clear
996,KAG_000997,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,1,Unknown,Unknown,No Distancing/Rear End,Dry,Dark,0,0,1,Minor,Clear
997,KAG_000998,Kaggle_road_csv,0,April,Sunday,Unknown,Truck,Unidentified,1,Under 18,31-50,No Distancing/Rear End,Dry,Daylight,0,0,2,Minor,Clear
998,KAG_000999,Kaggle_road_csv,0,April,Saturday,Unknown,Truck,Unidentified,4,18-30,Over 51,No Distancing/Rear End,Dry,Dark,0,0,1,Minor,Clear
999,KAG_001000,Kaggle_road_csv,0,April,Thursday,Unknown,Truck,Unidentified,1,18-30,Under 18,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
1000,KAG_001001,Kaggle_road_csv,0,April,Friday,Unknown,Truck,Unidentified,1,31-50,31-50,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
1001,KAG_001002,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,2,31-50,Unknown,Reckless Driving,Dry,Dark,0,0,1,Minor,Clear
1002,KAG_001003,Kaggle_road_csv,0,April,Friday,Unknown,Truck,Unidentified,2,31-50,Unknown,Loss of Control,Dry,Dark,0,0,1,Minor,Clear
1003,KAG_001004,Kaggle_road_csv,0,October,Friday,Unknown,Truck,Unidentified,2,Over 51,Under 18,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
1004,KAG_001005,Kaggle_road_csv,0,March,Sunday,Unknown,Truck,Unidentified,2,18-30,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
1005,KAG_001006,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,2,Unknown,18-30,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
1006,KAG_001007,Kaggle_road_csv,0,April,Wednesday,Unknown,Truck,Unidentified,2,Over 51,Unknown,Reckless Driving,Dry,Dark,0,0,1,Minor,Clear
1007,KAG_001008,Kaggle_road_csv,0,October,Wednesday,Unknown,Truck,Unidentified,2,18-30,Under 18,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
1008,KAG_001009,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,2,Under 18,Unknown,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
1009,KAG_001010,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,2,Unknown,31-50,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
1010,KAG_001011,Kaggle_road_csv,0,May,Monday,Unknown,Truck,Unidentified,2,18-30,31-50,Lane Violation,Dry,Dark,0,0,1,Serious,Clear
1011,KAG_001012,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,3,31-50,Unknown,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
1012,KAG_001013,Kaggle_road_csv,0,March,Tuesday,Unknown,Truck,Unidentified,2,31-50,18-30,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
1013,KAG_001014,Kaggle_road_csv,0,March,Monday,Unknown,Truck,Unidentified,2,18-30,31-50,Reckless Driving,Dry,Dark,0,0,2,Minor,Clear
1014,KAG_001015,Kaggle_road_csv,0,April,Friday,Unknown,Truck,Unidentified,1,18-30,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
1015,KAG_001016,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,2,31-50,18-30,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
1016,KAG_001017,Kaggle_road_csv,0,May,Monday,Unknown,Truck,Unidentified,2,Under 18,Over 51,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
1017,KAG_001018,Kaggle_road_csv,0,October,Monday,Unknown,Truck,Unidentified,2,18-30,18-30,Drunk/Drug Driving,Dry,Dark,0,0,1,Minor,Clear
1018,KAG_001019,Kaggle_road_csv,0,April,Thursday,Unknown,Truck,Unidentified,2,Unknown,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
1019,KAG_001020,Kaggle_road_csv,0,April,Thursday,Unknown,Truck,Unidentified,2,Unknown,31-50,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
1020,KAG_001021,Kaggle_road_csv,0,April,Wednesday,Unknown,Truck,Unidentified,2,Unknown,Unknown,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
1021,KAG_001022,Kaggle_road_csv,0,October,Wednesday,Unknown,Truck,Unidentified,2,18-30,18-30,Reckless Driving,Dry,Dark,0,0,1,Serious,Clear
1022,KAG_001023,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,2,31-50,Under 18,No Distancing/Rear End,Dry,Dark,0,0,1,Minor,Clear
1023,KAG_001024,Kaggle_road_csv,0,May,Wednesday,Unknown,Truck,Unidentified,1,Unknown,Unknown,Drunk/Drug Driving,Dry,Dark,0,0,1,Minor,Clear
1024,KAG_001025,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,2,Unknown,Under 18,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
1025,KAG_001026,Kaggle_road_csv,0,April,Thursday,Unknown,Truck,Unidentified,2,31-50,31-50,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
1026,KAG_001027,Kaggle_road_csv,0,April,Tuesday,Unknown,Truck,Unidentified,2,18-30,31-50,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
1027,KAG_001028,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,2,31-50,31-50,No Distancing/Rear End,Wet,Dark,0,0,1,Minor,Clear
1028,KAG_001029,Kaggle_road_csv,0,October,Saturday,Unknown,Truck,Unidentified,2,Unknown,18-30,No Distancing/Rear End,Dry,Dark,0,0,1,Minor,Clear
1029,KAG_001030,Kaggle_road_csv,0,April,Friday,Unknown,Truck,Unidentified,2,Unknown,18-30,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
1030,KAG_001031,Kaggle_road_csv,0,April,Saturday,Unknown,Truck,Unidentified,1,18-30,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
1031,KAG_001032,Kaggle_road_csv,0,October,Monday,Unknown,Truck,Unidentified,2,18-30,Under 18,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
1032,KAG_001033,Kaggle_road_csv,0,April,Saturday,Unknown,Truck,Unidentified,1,18-30,Under 18,No Distancing/Rear End,Dry,Daylight,0,0,2,Minor,Clear
1033,KAG_001034,Kaggle_road_csv,0,May,Saturday,Unknown,Truck,Unidentified,1,18-30,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,2,Minor,Clear
1034,KAG_001035,Kaggle_road_csv,0,May,Wednesday,Unknown,Truck,Unidentified,2,31-50,Unknown,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
1035,KAG_001036,Kaggle_road_csv,0,September,Saturday,Unknown,Truck,Unidentified,1,18-30,31-50,No Distancing/Rear End,Wet,Dark,0,0,1,Minor,Rainy
1036,KAG_001037,Kaggle_road_csv,0,March,Saturday,Unknown,Truck,Unidentified,2,31-50,Under 18,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
1037,KAG_001038,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,2,18-30,Under 18,Drunk/Drug Driving,Dry,Daylight,0,0,1,Minor,Clear
1038,KAG_001039,Kaggle_road_csv,0,March,Tuesday,Unknown,Truck,Unidentified,2,18-30,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
1039,KAG_001040,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,2,Unknown,31-50,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
1040,KAG_001041,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,2,18-30,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
1041,KAG_001042,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,2,31-50,18-30,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
1042,KAG_001043,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,1,31-50,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
1043,KAG_001044,Kaggle_road_csv,0,April,Sunday,Unknown,Truck,Unidentified,2,Over 51,Under 18,Lane Violation,Dry,Daylight,0,0,2,Minor,Clear
1044,KAG_001045,Kaggle_road_csv,0,April,Saturday,Unknown,Truck,Unidentified,2,Unknown,Over 51,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
1045,KAG_001046,Kaggle_road_csv,0,April,Thursday,Unknown,Truck,Unidentified,2,18-30,Under 18,No Distancing/Rear End,Dry,Daylight,0,0,1,Serious,Clear
